Total Nacional;Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Total Nacional;10 Comunitat Valenciana;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;10 Comunitat Valenciana;De 90 a 94 años;Mujeres;2021;3,533
Total Nacional;10 Comunitat Valenciana;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;10 Comunitat Valenciana;De 90 a 94 años;Mujeres;2019;7,561
Total Nacional;10 Comunitat Valenciana;De 90 a 94 años;Mujeres;2018;3,951
Total Nacional;10 Comunitat Valenciana;95 y más años;Total;2021;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Total;2020;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Total;2019;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Total;2018;10,404
Total Nacional;10 Comunitat Valenciana;95 y más años;Hombres;2021;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Hombres;2020;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Hombres;2019;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Hombres;2018;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Mujeres;2021;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Mujeres;2020;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Mujeres;2019;0,000
Total Nacional;10 Comunitat Valenciana;95 y más años;Mujeres;2018;13,958
Total Nacional;11 Extremadura;Todas las edades;Total;2021;3,589
Total Nacional;11 Extremadura;Todas las edades;Total;2020;3,210
Total Nacional;11 Extremadura;Todas las edades;Total;2019;3,199
Total Nacional;11 Extremadura;Todas las edades;Total;2018;3,936
Total Nacional;11 Extremadura;Todas las edades;Hombres;2021;6,486
Total Nacional;11 Extremadura;Todas las edades;Hombres;2020;5,138
Total Nacional;11 Extremadura;Todas las edades;Hombres;2019;5,687
Total Nacional;11 Extremadura;Todas las edades;Hombres;2018;6,228
Total Nacional;11 Extremadura;Todas las edades;Mujeres;2021;0,748
Total Nacional;11 Extremadura;Todas las edades;Mujeres;2020;1,312
Total Nacional;11 Extremadura;Todas las edades;Mujeres;2019;0,747
Total Nacional;11 Extremadura;Todas las edades;Mujeres;2018;1,675
Total Nacional;11 Extremadura;Menores de 1 año;Total;2021;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Total;2020;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Total;2019;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Total;2018;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Hombres;2021;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Hombres;2020;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Hombres;2019;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Hombres;2018;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;11 Extremadura;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 1 a 14 años;Total;2021;0,000
Total Nacional;11 Extremadura;De 1 a 14 años;Total;2020;1,489
Total Nacional;11 Extremadura;De 1 a 14 años;Total;2019;0,733
Total Nacional;11 Extremadura;De 1 a 14 años;Total;2018;1,443
Total Nacional;11 Extremadura;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;11 Extremadura;De 1 a 14 años;Hombres;2020;1,446
Total Nacional;11 Extremadura;De 1 a 14 años;Hombres;2019;0,000
Total Nacional;11 Extremadura;De 1 a 14 años;Hombres;2018;2,807
Total Nacional;11 Extremadura;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 1 a 14 años;Mujeres;2020;1,535
Total Nacional;11 Extremadura;De 1 a 14 años;Mujeres;2019;1,509
Total Nacional;11 Extremadura;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 15 a 29 años;Total;2021;4,264
Total Nacional;11 Extremadura;De 15 a 29 años;Total;2020;3,003
Total Nacional;11 Extremadura;De 15 a 29 años;Total;2019;2,966
Total Nacional;11 Extremadura;De 15 a 29 años;Total;2018;4,082
Total Nacional;11 Extremadura;De 15 a 29 años;Hombres;2021;7,147
Total Nacional;11 Extremadura;De 15 a 29 años;Hombres;2020;5,869
Total Nacional;11 Extremadura;De 15 a 29 años;Hombres;2019;5,792
Total Nacional;11 Extremadura;De 15 a 29 años;Hombres;2018;7,957
Total Nacional;11 Extremadura;De 15 a 29 años;Mujeres;2021;1,247
Total Nacional;11 Extremadura;De 15 a 29 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 15 a 29 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 15 a 29 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 30 a 39 años;Total;2021;5,428
Total Nacional;11 Extremadura;De 30 a 39 años;Total;2020;6,096
Total Nacional;11 Extremadura;De 30 a 39 años;Total;2019;2,234
Total Nacional;11 Extremadura;De 30 a 39 años;Total;2018;2,906
Total Nacional;11 Extremadura;De 30 a 39 años;Hombres;2021;9,079
Total Nacional;11 Extremadura;De 30 a 39 años;Hombres;2020;10,405
Total Nacional;11 Extremadura;De 30 a 39 años;Hombres;2019;4,357
Total Nacional;11 Extremadura;De 30 a 39 años;Hombres;2018;2,833
Total Nacional;11 Extremadura;De 30 a 39 años;Mujeres;2021;1,590
Total Nacional;11 Extremadura;De 30 a 39 años;Mujeres;2020;1,563
Total Nacional;11 Extremadura;De 30 a 39 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 30 a 39 años;Mujeres;2018;2,983
Total Nacional;11 Extremadura;De 40 a 44 años;Total;2021;5,202
Total Nacional;11 Extremadura;De 40 a 44 años;Total;2020;2,582
Total Nacional;11 Extremadura;De 40 a 44 años;Total;2019;8,952
Total Nacional;11 Extremadura;De 40 a 44 años;Total;2018;7,597
Total Nacional;11 Extremadura;De 40 a 44 años;Hombres;2021;10,335
Total Nacional;11 Extremadura;De 40 a 44 años;Hombres;2020;5,102
Total Nacional;11 Extremadura;De 40 a 44 años;Hombres;2019;17,618
Total Nacional;11 Extremadura;De 40 a 44 años;Hombres;2018;9,944
Total Nacional;11 Extremadura;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 40 a 44 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 40 a 44 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 40 a 44 años;Mujeres;2018;5,161
Total Nacional;11 Extremadura;De 45 a 49 años;Total;2021;1,238
Total Nacional;11 Extremadura;De 45 a 49 años;Total;2020;0,000
Total Nacional;11 Extremadura;De 45 a 49 años;Total;2019;2,467
Total Nacional;11 Extremadura;De 45 a 49 años;Total;2018;3,665
Total Nacional;11 Extremadura;De 45 a 49 años;Hombres;2021;2,442
Total Nacional;11 Extremadura;De 45 a 49 años;Hombres;2020;0,000
Total Nacional;11 Extremadura;De 45 a 49 años;Hombres;2019;4,867
Total Nacional;11 Extremadura;De 45 a 49 años;Hombres;2018;7,235
Total Nacional;11 Extremadura;De 45 a 49 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 45 a 49 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 45 a 49 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 50 a 54 años;Total;2021;1,199
Total Nacional;11 Extremadura;De 50 a 54 años;Total;2020;3,581
Total Nacional;11 Extremadura;De 50 a 54 años;Total;2019;2,351
Total Nacional;11 Extremadura;De 50 a 54 años;Total;2018;3,482
Total Nacional;11 Extremadura;De 50 a 54 años;Hombres;2021;2,393
Total Nacional;11 Extremadura;De 50 a 54 años;Hombres;2020;4,754
Total Nacional;11 Extremadura;De 50 a 54 años;Hombres;2019;4,677
Total Nacional;11 Extremadura;De 50 a 54 años;Hombres;2018;6,913
Total Nacional;11 Extremadura;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 50 a 54 años;Mujeres;2020;2,397
Total Nacional;11 Extremadura;De 50 a 54 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 55 a 59 años;Total;2021;4,691
Total Nacional;11 Extremadura;De 55 a 59 años;Total;2020;1,185
Total Nacional;11 Extremadura;De 55 a 59 años;Total;2019;2,407
Total Nacional;11 Extremadura;De 55 a 59 años;Total;2018;3,692
Total Nacional;11 Extremadura;De 55 a 59 años;Hombres;2021;9,312
Total Nacional;11 Extremadura;De 55 a 59 años;Hombres;2020;2,336
Total Nacional;11 Extremadura;De 55 a 59 años;Hombres;2019;4,719
Total Nacional;11 Extremadura;De 55 a 59 años;Hombres;2018;4,804
Total Nacional;11 Extremadura;De 55 a 59 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 55 a 59 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 55 a 59 años;Mujeres;2018;2,524
Total Nacional;11 Extremadura;De 60 a 64 años;Total;2021;2,660
Total Nacional;11 Extremadura;De 60 a 64 años;Total;2020;4,190
Total Nacional;11 Extremadura;De 60 a 64 años;Total;2019;5,890
Total Nacional;11 Extremadura;De 60 a 64 años;Total;2018;1,550
Total Nacional;11 Extremadura;De 60 a 64 años;Hombres;2021;5,220
Total Nacional;11 Extremadura;De 60 a 64 años;Hombres;2020;5,470
Total Nacional;11 Extremadura;De 60 a 64 años;Hombres;2019;11,536
Total Nacional;11 Extremadura;De 60 a 64 años;Hombres;2018;0,000
Total Nacional;11 Extremadura;De 60 a 64 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 60 a 64 años;Mujeres;2020;2,855
Total Nacional;11 Extremadura;De 60 a 64 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 60 a 64 años;Mujeres;2018;3,173
Total Nacional;11 Extremadura;De 65 a 69 años;Total;2021;8,595
Total Nacional;11 Extremadura;De 65 a 69 años;Total;2020;3,562
Total Nacional;11 Extremadura;De 65 a 69 años;Total;2019;3,646
Total Nacional;11 Extremadura;De 65 a 69 años;Total;2018;3,683
Total Nacional;11 Extremadura;De 65 a 69 años;Hombres;2021;17,078
Total Nacional;11 Extremadura;De 65 a 69 años;Hombres;2020;7,063
Total Nacional;11 Extremadura;De 65 a 69 años;Hombres;2019;3,619
Total Nacional;11 Extremadura;De 65 a 69 años;Hombres;2018;7,377
Total Nacional;11 Extremadura;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 65 a 69 años;Mujeres;2019;3,674
Total Nacional;11 Extremadura;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 70 a 74 años;Total;2021;2,013
Total Nacional;11 Extremadura;De 70 a 74 años;Total;2020;4,073
Total Nacional;11 Extremadura;De 70 a 74 años;Total;2019;2,014
Total Nacional;11 Extremadura;De 70 a 74 años;Total;2018;8,068
Total Nacional;11 Extremadura;De 70 a 74 años;Hombres;2021;4,229
Total Nacional;11 Extremadura;De 70 a 74 años;Hombres;2020;8,618
Total Nacional;11 Extremadura;De 70 a 74 años;Hombres;2019;4,270
Total Nacional;11 Extremadura;De 70 a 74 años;Hombres;2018;12,865
Total Nacional;11 Extremadura;De 70 a 74 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 70 a 74 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 70 a 74 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 70 a 74 años;Mujeres;2018;3,808
Total Nacional;11 Extremadura;De 75 a 79 años;Total;2021;4,695
Total Nacional;11 Extremadura;De 75 a 79 años;Total;2020;2,386
Total Nacional;11 Extremadura;De 75 a 79 años;Total;2019;7,356
Total Nacional;11 Extremadura;De 75 a 79 años;Total;2018;7,840
Total Nacional;11 Extremadura;De 75 a 79 años;Hombres;2021;5,256
Total Nacional;11 Extremadura;De 75 a 79 años;Hombres;2020;0,000
Total Nacional;11 Extremadura;De 75 a 79 años;Hombres;2019;5,565
Total Nacional;11 Extremadura;De 75 a 79 años;Hombres;2018;17,922
Total Nacional;11 Extremadura;De 75 a 79 años;Mujeres;2021;4,242
Total Nacional;11 Extremadura;De 75 a 79 años;Mujeres;2020;4,301
Total Nacional;11 Extremadura;De 75 a 79 años;Mujeres;2019;8,766
Total Nacional;11 Extremadura;De 75 a 79 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;De 80 a 84 años;Total;2021;3,126
Total Nacional;11 Extremadura;De 80 a 84 años;Total;2020;8,940
Total Nacional;11 Extremadura;De 80 a 84 años;Total;2019;2,866
Total Nacional;11 Extremadura;De 80 a 84 años;Total;2018;2,677
Total Nacional;11 Extremadura;De 80 a 84 años;Hombres;2021;0,000
Total Nacional;11 Extremadura;De 80 a 84 años;Hombres;2020;14,652
Total Nacional;11 Extremadura;De 80 a 84 años;Hombres;2019;7,053
Total Nacional;11 Extremadura;De 80 a 84 años;Hombres;2018;0,000
Total Nacional;11 Extremadura;De 80 a 84 años;Mujeres;2021;5,261
Total Nacional;11 Extremadura;De 80 a 84 años;Mujeres;2020;5,024
Total Nacional;11 Extremadura;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 80 a 84 años;Mujeres;2018;4,521
Total Nacional;11 Extremadura;De 85 a 89 años;Total;2021;10,780
Total Nacional;11 Extremadura;De 85 a 89 años;Total;2020;7,334
Total Nacional;11 Extremadura;De 85 a 89 años;Total;2019;3,738
Total Nacional;11 Extremadura;De 85 a 89 años;Total;2018;7,674
Total Nacional;11 Extremadura;De 85 a 89 años;Hombres;2021;28,952
Total Nacional;11 Extremadura;De 85 a 89 años;Hombres;2020;9,831
Total Nacional;11 Extremadura;De 85 a 89 años;Hombres;2019;10,029
Total Nacional;11 Extremadura;De 85 a 89 años;Hombres;2018;10,333
Total Nacional;11 Extremadura;De 85 a 89 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 85 a 89 años;Mujeres;2020;5,849
Total Nacional;11 Extremadura;De 85 a 89 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 85 a 89 años;Mujeres;2018;6,103
Total Nacional;11 Extremadura;De 90 a 94 años;Total;2021;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Total;2020;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Total;2019;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Total;2018;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Hombres;2020;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;11 Extremadura;95 y más años;Total;2021;0,000
Total Nacional;11 Extremadura;95 y más años;Total;2020;0,000
Total Nacional;11 Extremadura;95 y más años;Total;2019;0,000
Total Nacional;11 Extremadura;95 y más años;Total;2018;38,491
Total Nacional;11 Extremadura;95 y más años;Hombres;2021;0,000
Total Nacional;11 Extremadura;95 y más años;Hombres;2020;0,000
Total Nacional;11 Extremadura;95 y más años;Hombres;2019;0,000
Total Nacional;11 Extremadura;95 y más años;Hombres;2018;137,609
Total Nacional;11 Extremadura;95 y más años;Mujeres;2021;0,000
Total Nacional;11 Extremadura;95 y más años;Mujeres;2020;0,000
Total Nacional;11 Extremadura;95 y más años;Mujeres;2019;0,000
Total Nacional;11 Extremadura;95 y más años;Mujeres;2018;0,000
Total Nacional;12 Galicia;Todas las edades;Total;2021;4,570
Total Nacional;12 Galicia;Todas las edades;Total;2020;4,187
Total Nacional;12 Galicia;Todas las edades;Total;2019;5,113
Total Nacional;12 Galicia;Todas las edades;Total;2018;6,002
Total Nacional;12 Galicia;Todas las edades;Hombres;2021;7,483
Total Nacional;12 Galicia;Todas las edades;Hombres;2020;6,527
Total Nacional;12 Galicia;Todas las edades;Hombres;2019;7,523
Total Nacional;12 Galicia;Todas las edades;Hombres;2018;9,438
Total Nacional;12 Galicia;Todas las edades;Mujeres;2021;1,863
Total Nacional;12 Galicia;Todas las edades;Mujeres;2020;2,005
Total Nacional;12 Galicia;Todas las edades;Mujeres;2019;2,865
Total Nacional;12 Galicia;Todas las edades;Mujeres;2018;2,794
Total Nacional;12 Galicia;Menores de 1 año;Total;2021;0,000
Total Nacional;12 Galicia;Menores de 1 año;Total;2020;0,000
Total Nacional;12 Galicia;Menores de 1 año;Total;2019;0,000
Total Nacional;12 Galicia;Menores de 1 año;Total;2018;0,000
Total Nacional;12 Galicia;Menores de 1 año;Hombres;2021;0,000
Total Nacional;12 Galicia;Menores de 1 año;Hombres;2020;0,000
Total Nacional;12 Galicia;Menores de 1 año;Hombres;2019;0,000
Total Nacional;12 Galicia;Menores de 1 año;Hombres;2018;0,000
Total Nacional;12 Galicia;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;12 Galicia;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;12 Galicia;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;12 Galicia;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Total;2021;0,684
Total Nacional;12 Galicia;De 1 a 14 años;Total;2020;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Total;2019;0,331
Total Nacional;12 Galicia;De 1 a 14 años;Total;2018;0,658
Total Nacional;12 Galicia;De 1 a 14 años;Hombres;2021;0,663
Total Nacional;12 Galicia;De 1 a 14 años;Hombres;2020;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Hombres;2019;0,640
Total Nacional;12 Galicia;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Mujeres;2021;0,706
Total Nacional;12 Galicia;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;12 Galicia;De 1 a 14 años;Mujeres;2018;1,362
Total Nacional;12 Galicia;De 15 a 29 años;Total;2021;5,861
Total Nacional;12 Galicia;De 15 a 29 años;Total;2020;4,664
Total Nacional;12 Galicia;De 15 a 29 años;Total;2019;6,139
Total Nacional;12 Galicia;De 15 a 29 años;Total;2018;5,558
Total Nacional;12 Galicia;De 15 a 29 años;Hombres;2021;9,735
Total Nacional;12 Galicia;De 15 a 29 años;Hombres;2020;7,959
Total Nacional;12 Galicia;De 15 a 29 años;Hombres;2019;8,558
Total Nacional;12 Galicia;De 15 a 29 años;Hombres;2018;9,142
Total Nacional;12 Galicia;De 15 a 29 años;Mujeres;2021;1,801
Total Nacional;12 Galicia;De 15 a 29 años;Mujeres;2020;1,197
Total Nacional;12 Galicia;De 15 a 29 años;Mujeres;2019;3,597
Total Nacional;12 Galicia;De 15 a 29 años;Mujeres;2018;1,798
Total Nacional;12 Galicia;De 30 a 39 años;Total;2021;6,595
Total Nacional;12 Galicia;De 30 a 39 años;Total;2020;5,714
Total Nacional;12 Galicia;De 30 a 39 años;Total;2019;4,570
Total Nacional;12 Galicia;De 30 a 39 años;Total;2018;6,408
Total Nacional;12 Galicia;De 30 a 39 años;Hombres;2021;9,215
Total Nacional;12 Galicia;De 30 a 39 años;Hombres;2020;9,492
Total Nacional;12 Galicia;De 30 a 39 años;Hombres;2019;6,679
Total Nacional;12 Galicia;De 30 a 39 años;Hombres;2018;11,608
Total Nacional;12 Galicia;De 30 a 39 años;Mujeres;2021;3,965
Total Nacional;12 Galicia;De 30 a 39 años;Mujeres;2020;1,911
Total Nacional;12 Galicia;De 30 a 39 años;Mujeres;2019;2,446
Total Nacional;12 Galicia;De 30 a 39 años;Mujeres;2018;1,169
Total Nacional;12 Galicia;De 40 a 44 años;Total;2021;2,757
Total Nacional;12 Galicia;De 40 a 44 años;Total;2020;4,488
Total Nacional;12 Galicia;De 40 a 44 años;Total;2019;3,988
Total Nacional;12 Galicia;De 40 a 44 años;Total;2018;5,760
Total Nacional;12 Galicia;De 40 a 44 años;Hombres;2021;4,600
Total Nacional;12 Galicia;De 40 a 44 años;Hombres;2020;5,400
Total Nacional;12 Galicia;De 40 a 44 años;Hombres;2019;6,213
Total Nacional;12 Galicia;De 40 a 44 años;Hombres;2018;9,738
Total Nacional;12 Galicia;De 40 a 44 años;Mujeres;2021;0,918
Total Nacional;12 Galicia;De 40 a 44 años;Mujeres;2020;3,580
Total Nacional;12 Galicia;De 40 a 44 años;Mujeres;2019;1,770
Total Nacional;12 Galicia;De 40 a 44 años;Mujeres;2018;1,774
Total Nacional;12 Galicia;De 45 a 49 años;Total;2021;3,573
Total Nacional;12 Galicia;De 45 a 49 años;Total;2020;2,274
Total Nacional;12 Galicia;De 45 a 49 años;Total;2019;4,622
Total Nacional;12 Galicia;De 45 a 49 años;Total;2018;4,197
Total Nacional;12 Galicia;De 45 a 49 años;Hombres;2021;5,388
Total Nacional;12 Galicia;De 45 a 49 años;Hombres;2020;3,653
Total Nacional;12 Galicia;De 45 a 49 años;Hombres;2019;7,443
Total Nacional;12 Galicia;De 45 a 49 años;Hombres;2018;8,462
Total Nacional;12 Galicia;De 45 a 49 años;Mujeres;2021;1,777
Total Nacional;12 Galicia;De 45 a 49 años;Mujeres;2020;0,906
Total Nacional;12 Galicia;De 45 a 49 años;Mujeres;2019;1,837
